name,mw,logp,tpsa,rings,heteroatoms,rotbonds,persistence,biodeg,toxicity,category,pmi1,pmi2,pmi3,radius_of_gyration,spherocity
Aromatic Compound #27,115.55394043301729,5.90982625273537,115.34618790610428,0,3,2,0.8133292966666466,0.18667070333335345,0.5169820798728855,Aromatic Compound,40.67023582811974,27.811822874468522,19.031451151246166,3.366325713940867,0.4177083641627872
Aromatic Compound #28,192.3670803018227,5.9611406823397655,38.78348153253296,0,7,5,0.7528354140619316,0.24716458593806845,0.10819701128236565,Aromatic Compound,67.50782910729643,44.12493634542619,20.12724341652275,4.594708200770308,0.7028748187802168
Aromatic Compound #29,276.85125092435544,2.1157772669734682,38.12891981690038,2,5,7,0.6599114462393891,0.34008855376061087,0.3027889302819017,Aromatic Compound,138.32568517704266,102.75737866626534,55.38872478312805,5.637130959096628,0.451458716461224
Aromatic Compound #30,234.6187854774319,2.7500178284759214,34.67010231924814,1,6,4,0.7876496141860316,0.21235038581396837,0.36731068869589667,Aromatic Compound,79.20382764243615,78.87495098247396,46.154630109747806,4.116511741151127,0.3111350019141153
Aromatic Compound #31,292.667010245266,4.284796735851655,46.28602690788383,3,7,6,0.8158578944473461,0.18414210555265387,0.530808506876201,Aromatic Compound,96.46654450302559,69.45447635957557,38.505070375780306,4.219135079587282,0.7195252065224262
Aromatic Compound #32,160.59367205431005,2.3697980681482664,7.25124483522692,0,8,2,0.7144750737817678,0.2855249262182322,0.6800405365210648,Aromatic Compound,51.34774623698933,40.770227097463476,40.608486771917754,3.2732952825492267,0.6868761614764498
Aromatic Compound #33,290.7066625965981,2.990526572285755,16.62595709024378,2,5,4,0.6870129888693302,0.31298701113066985,0.1717185217282467,Aromatic Compound,120.92265414880102,104.69300097977182,57.71540832200494,5.4656667828984355,0.5464855574246049
Aromatic Compound #34,129.13086787959884,2.4256470516113784,22.107474442200456,0,0,3,0.8054381042463475,0.19456189575365246,0.12874832074800024,Aromatic Compound,54.95458051625101,37.547863336597985,21.668003902542843,3.8990412587736047,0.6154116335517037
Aromatic Compound #35,288.57151270808913,4.844640350111065,42.55366171893444,1,9,5,0.6016991371465279,0.3983008628534721,0.48461491458121275,Aromatic Compound,107.65032884506411,96.41408020052,37.33589649221713,4.837917789751668,0.8683015150234559
Aromatic Compound #36,252.56562749769898,3.620432218351427,87.84860354215961,2,6,5,0.600677037455113,0.399322962544887,0.10465998529238124,Aromatic Compound,102.81508926012768,66.59408114672839,53.14793189848633,4.230522080954344,0.6571201085432626
Aromatic Compound #37,187.24442629772176,5.945949606286918,88.19642158865005,1,4,3,0.6695669152046924,0.33043308479530764,0.2305527639589867,Aromatic Compound,85.69801146235115,51.72552201851222,46.916601061203416,3.838268982583497,0.6947303612019189
Aromatic Compound #38,107.6987481886609,5.81322867032949,13.072999449988995,3,0,2,0.6181663968952892,0.3818336031047108,0.426880651165659,Aromatic Compound,49.931383419833836,42.87945011343093,16.84407027370292,2.761915695818254,0.33834679256948463
Aromatic Compound #39,105.89285531553371,3.1589119349528585,27.292042548154686,1,8,1,0.659687942771506,0.340312057228494,0.32000732782178887,Aromatic Compound,52.055065562412054,26.422747140276016,15.22303725462735,2.681239657204257,0.3995966764050751
Aromatic Compound #40,164.78366875873803,5.905826117741641,0.9685221257044816,2,3,2,0.8386665892197672,0.16133341078023278,0.1408223884550018,Aromatic Compound,76.60028117977083,49.647881726614706,33.67963852227802,3.8446312551499995,0.4805713658469529
Aromatic Compound #41,148.35271857397868,3.0671781977353234,54.841169613250976,4,5,3,0.7264814500365985,0.2735185499634015,0.28770051851453204,Aromatic Compound,61.26496811224604,54.72442035130638,19.444392105322063,2.8349850356511057,0.6236275908168859
Aromatic Compound #42,91.52103059821056,4.806261062411769,51.503050942109326,3,1,1,0.6024568881424469,0.3975431118575531,0.5160265231113115,Aromatic Compound,30.7447873129703,22.682997131185164,21.35393189015552,2.4960438315383673,0.7659545375899928
Aromatic Compound #43,248.10649495280413,3.2163785438851353,26.029142796434904,4,3,6,0.8029067536112133,0.19709324638878667,0.13154463868660188,Aromatic Compound,79.38234581097605,70.22474495598799,54.84858664953189,4.8405606160886165,0.4927445266731522
Aromatic Compound #44,101.1802120285822,4.275932777216491,13.641964851140983,1,0,1,0.7328698115704552,0.26713018842954483,0.3587262909185973,Aromatic Compound,31.457168524426557,32.68305578032225,11.880217251167073,2.360229663071879,0.5138294582872645
Aromatic Compound #45,204.38414137792455,2.008306070400325,93.7379519251212,4,7,4,0.665177193533213,0.33482280646678697,0.528675810331469,Aromatic Compound,88.56070438050989,60.54627371167882,21.931251414324088,3.438937724904466,0.4536905311042493
Aromatic Compound #46,176.70734005688684,2.108324534680204,44.42053819429734,4,1,5,0.7123170396164091,0.28768296038359087,0.17476803140699643,Aromatic Compound,81.55171875524168,51.58095266652764,39.59264557896853,3.5202681085360643,0.45276559757718354
Aromatic Compound #47,222.84966212260554,2.2108790653380046,14.118999220840323,4,5,5,0.711542609453174,0.28845739054682595,0.16372829655307375,Aromatic Compound,89.52690794420948,60.72696665277947,35.40161983189602,4.960628347357525,0.869318307536878
Aromatic Compound #48,250.24475049227186,5.231829312436076,54.45873361743055,0,0,6,0.7919411544285844,0.20805884557141563,0.44641204073180063,Aromatic Compound,77.81181215360851,79.4099828827031,29.35099423602591,5.050438777208734,0.6812743077713341
Aromatic Compound #49,221.50243730063576,3.8334539177052247,42.90028363420697,4,4,4,0.7321768299710132,0.2678231700289868,0.2755930586004447,Aromatic Compound,90.17233866514138,71.96050233493781,55.793305550849006,3.475148875497976,0.3935407461239681
Aromatic Compound #50,199.0850049470003,2.5336653420928283,30.28202497143345,1,6,2,0.7729108504933295,0.22708914950667047,0.1625878524111293,Aromatic Compound,96.98423075605349,65.82903128583432,32.41279087356872,4.075924182443541,0.733349146850556
Elastomer Component #1,143.65464483620775,6.508510247594007,10.914894824620315,3,4,1,0.8056378523512713,0.19436214764872872,0.5453792540403666,Elastomer Component,60.26637558942941,30.75267007704887,27.570186497652784,3.14811758003962,0.7332126860160175
Elastomer Component #2,292.9313057853551,4.262973609936148,37.578830433486175,1,6,3,0.8243037448068097,0.17569625519319032,0.25602882415146033,Elastomer Component,135.3007219624011,95.55619417437416,43.16711459171255,5.234511080930509,0.6998821176322231
Elastomer Component #3,215.5174167156885,6.771931136284543,55.446507882291165,2,8,6,0.8220752119563384,0.17792478804366163,0.6149240745862178,Elastomer Component,99.14459136662789,84.19132620079415,48.591292909437186,4.613467778977466,0.38083226705439815
Elastomer Component #4,151.1803373864933,4.7470312713883,64.59775757905703,4,3,3,0.7928000856392853,0.20719991436071472,0.6989199445993706,Elastomer Component,73.53801957446946,46.593363799015584,24.23385780892759,4.064597305945886,0.5447948900817522
Elastomer Component #5,122.48801304100391,3.892039294134932,48.1770735161082,2,0,2,0.7815791874743093,0.21842081252569068,0.4235146477081798,Elastomer Component,55.61516213059677,42.019931354239404,35.96299412866337,3.163474939960986,0.36405379829664786
Elastomer Component #6,176.52802984971382,6.0715054545348455,21.552894136851947,3,2,2,0.8503589174734513,0.14964108252654873,0.15821093094225366,Elastomer Component,79.35642868618395,54.96137745842662,42.470792153977065,4.594024258199244,0.7899723024552819
Elastomer Component #7,119.27157275713776,5.370784266571511,36.5291738167439,4,9,1,0.8650070638285601,0.13499293617143993,0.3387762078284543,Elastomer Component,41.36583043467845,44.24356612720238,15.18857346251364,3.7579593735278496,0.6931032859067516
Elastomer Component #8,379.4436977790042,4.352923869269139,74.18838821720331,2,9,8,0.8827752580643593,0.1172247419356407,0.590134173702501,Elastomer Component,118.38075383870371,146.43362891719113,69.56681594012632,6.482792784920024,0.604322362060691
Elastomer Component #9,324.8636692663256,5.798137030462096,35.00567839155936,2,0,3,0.7613862145962464,0.23861378540375355,0.1838154235617632,Elastomer Component,131.08895306543113,76.94200434072278,57.528229460814714,5.358893955174766,0.505809285900358
Elastomer Component #10,314.7207779232386,6.891174806625775,25.90609916121552,2,4,8,0.8966129399229641,0.10338706007703591,0.5420958734509025,Elastomer Component,102.24863952202455,90.44194169441438,65.09981105015616,4.912272165423629,0.41054968469666003
Elastomer Component #11,250.31207109538101,5.2910421318203475,34.59621606706537,0,4,5,0.7274454293233742,0.2725545706766258,0.3003414829159324,Elastomer Component,123.2634698467301,69.70600948812147,67.18028927906468,4.319452486907386,0.3638685532998647
Elastomer Component #12,176.27774829667916,5.524197573080882,55.97233948129093,3,7,4,0.7049968164563698,0.2950031835436302,0.3628264455432303,Elastomer Component,63.104781355483645,49.541631561527446,38.19663865830202,3.084771633423926,0.8815443645221399
Elastomer Component #13,202.71853698875788,5.185905444101506,54.42233739303952,3,3,2,0.7182706485447111,0.2817293514552889,0.34068878169507855,Elastomer Component,95.39708130524845,45.63292307279692,22.767589623867888,3.6977645146731977,0.41978918517361385
Elastomer Component #14,384.3388198043371,4.586362297545319,84.90131222337945,3,5,5,0.7249740153811844,0.27502598461881556,0.698991253942574,Elastomer Component,145.09748413678346,139.40858554040315,88.81422105852302,6.1546742390485205,0.3359247760328314
Elastomer Component #15,262.4087915188396,4.1362335561617165,38.1293607409366,0,7,6,0.8989549909147813,0.10104500908521874,0.5051385025372225,Elastomer Component,95.68443996183436,54.358833625111586,26.674656520987135,4.870103333756821,0.8770000633094979
Elastomer Component #16,161.76459645349635,4.409924187773404,54.72746046779977,1,8,4,0.7252220283357249,0.2747779716642751,0.47184871269493955,Elastomer Component,78.78448875215528,49.442592097695844,41.410457475149606,4.283132419547086,0.6293710448146963
Elastomer Component #17,123.22346559542518,5.051341449740568,69.45342840867407,1,5,3,0.7686601938391482,0.2313398061608518,0.14247486160670467,Elastomer Component,45.9210129709292,40.956482874601136,28.751387986229727,2.6276931932350567,0.7779940409946857
Elastomer Component #18,298.11647571874767,6.236779214626965,9.377715393380498,3,6,8,0.834566337984086,0.16543366201591403,0.27996309387883817,Elastomer Component,112.70519388488324,71.99330668244184,48.22246601598801,4.297000180598868,0.32625950831899114
Elastomer Component #19,105.75036625749334,4.727957485853763,59.67914394878925,3,9,2,0.7066023871800654,0.2933976128199346,0.10878827636349205,Elastomer Component,33.96895878744288,40.30887116927234,16.76020221461805,3.3120492273981528,0.6401675144877929
Elastomer Component #20,376.34316405425255,6.904344096798287,60.70799197518757,2,0,5,0.744456553327717,0.255543446672283,0.637045935497107,Elastomer Component,163.36655308468417,138.38508516822955,97.71923346528646,5.283219688395507,0.5389259784707972
Elastomer Component #21,272.1787408368947,4.4031104920412485,66.4475495316569,4,2,3,0.8665387492698841,0.13346125073011594,0.10139404367915816,Elastomer Component,97.37681187837953,80.07954343131557,69.8593929755658,4.035461692683933,0.7631786606099302
Elastomer Component #22,395.1792820427207,6.624550144509918,39.576378341997014,2,6,11,0.7110890471407683,0.28891095285923174,0.2594113389197581,Elastomer Component,164.83751153442446,111.53136438750558,67.3624464971857,6.878180375784791,0.32305538738343514
Elastomer Component #23,368.7447194680584,3.4139002545863386,38.523852514798946,3,0,7,0.8313125404799304,0.16868745952006958,0.14262245284200475,Elastomer Component,154.23497948402934,91.19557853703323,58.92155117208424,6.18028132464355,0.5410143411369686
Elastomer Component #24,345.4923453025909,4.342729602571367,54.67251634452228,1,2,8,0.8149164395103758,0.18508356048962415,0.18483013252980413,Elastomer Component,153.34330150523547,119.5398833080361,73.23227038418767,5.169858954526424,0.7794440516917176
Elastomer Component #25,139.09612995170076,5.573715798069323,80.39930294303444,1,4,1,0.7394365963936133,0.26056340360638675,0.1328159047457606,Elastomer Component,62.46088030671832,31.484236525127855,14.14233918082733,3.8449546601953335,0.613618358783022
Elastomer Component #26,105.30101343863016,3.411072970599127,2.163644444430723,0,2,2,0.7344394958847266,0.26556050411527343,0.6949746057767369,Elastomer Component,42.42477657327955,35.38614765951959,12.271085919453544,3.176276372792612,0.6300232445991625
Elastomer Component #27,149.08486124148288,5.767110556567929,7.273102300816944,3,1,1,0.834858714740005,0.16514128525999505,0.5684195825029772,Elastomer Component,54.59463608854517,54.93648882377289,18.670481292192125,3.933565763416807,0.3582988091795793
Elastomer Component #28,373.0588372434089,4.531333579073741,63.829033959310195,3,2,8,0.8261270589966161,0.1738729410033839,0.15900695295412787,Elastomer Component,174.4013425881223,91.6584355396366,51.13978715829936,6.278678884002885,0.37939833367205483
Elastomer Component #29,234.78236408699493,6.7619887940520425,59.1150721210451,3,3,6,0.8905668778341169,0.10943312216588308,0.2628585185656319,Elastomer Component,84.98490716959368,87.64084760986404,47.52080165595171,3.688515779953872,0.7061997632194715
Elastomer Component #30,101.11072204972506,3.6502448237256604,0.14619966513137683,1,3,2,0.7699045602338795,0.23009543976612046,0.18765793932479213,Elastomer Component,40.59613881263676,20.896010961212152,30.17633149689448,3.045522243034703,0.705027973373952
Elastomer Component #31,346.9010723340804,3.9401251952476746,88.86814676930726,4,9,9,0.8304562225636892,0.16954377743631077,0.2617780052603097,Elastomer Component,131.90931197826274,132.70959902753754,79.96856501055782,4.315917707543431,0.8874620365513641
Elastomer Component #32,345.9031008341377,6.997401201888801,8.236844192872077,3,6,8,0.7422862515997822,0.25771374840021777,0.6792691807603727,Elastomer Component,162.92578328287425,77.3689924939077,38.83099869888995,4.388457927823935,0.7271717928393303
Elastomer Component #33,374.74430445722317,5.011502080262339,22.107657760933613,3,2,5,0.8590220565053449,0.1409779434946551,0.2563969928997619,Elastomer Component,144.79509324445277,123.34777568809588,76.86600583972582,6.491282517160025,0.5959460975600683
Elastomer Component #34,127.75856631001574,4.597729116123418,31.024546827176966,3,8,3,0.7837858447874838,0.2162141552125162,0.6436605572082554,Elastomer Component,48.19306565687212,31.94174879954601,25.465992690924846,3.2988798356167286,0.8143966941201317
Elastomer Component #35,141.32022966634258,3.2173923933946282,52.13006432891825,3,1,2,0.7037062467188666,0.2962937532811334,0.28353688795691195,Elastomer Component,61.89327744181851,51.908401142872094,18.2067887350146,3.755537217746692,0.36268379148956176
Elastomer Component #36,244.94039366964984,3.252732387440906,12.631151104517404,2,8,6,0.8222283046422493,0.17777169535775073,0.4000203493417648,Elastomer Component,102.99455062334346,74.08468914987759,69.57641462651758,5.12966051557871,0.5695774925377528
Elastomer Component #37,138.34355330811482,5.328949795210345,42.9388979342838,4,5,3,0.759974853688813,0.240025146311187,0.45724888097206506,Elastomer Component,44.47044759780626,31.410660051755627,26.02976143843985,4.005991354344406,0.4722654665565419
Elastomer Component #38,365.9786324507195,4.64377020940044,29.858858772701616,1,9,4,0.8208608839642958,0.1791391160357042,0.4760623116503331,Elastomer Component,146.9893746951915,114.98986937309772,109.39534207941502,6.338422587479702,0.36278268415657533
Elastomer Component #39,108.6403541639556,5.574879225299783,20.45550993073212,4,7,3,0.755428870374672,0.244571129625328,0.675450545369442,Elastomer Component,48.572632766878534,30.590573078614902,19.99139600252773,2.9887951197423686,0.7581012508322198
